Time,Price,Strat,Type,Direction,Order Size,PnL
2025-12-05 00:48:00,100.24356437021088,3,Open,LONG,100,0.0
2025-12-05 06:13:00,100.82791016379072,3,Close-EOD,LONG,100,0.005429259935548503
