Time,Price,Type,Direction,PnL
01:00:00,100.31741519802918,Open,LONG,0.0
02:26:00,101.53614743225316,Close,LONG,0.011748760330578324
03:52:00,101.7410460488914,Open,SHORT,0.0
06:28:00,101.74459920409322,Close-EOD,SHORT,-0.00043492351749656566
