Time,Price,Strat,Type,Direction,Order Size,PnL
2025-12-05 01:28:00,100.15205891215476,3,Open,LONG,100,0.0
2025-12-05 06:13:00,100.34964518218744,3,Close-EOD,LONG,100,0.0015728627866351099
