Time,Price,Type,Direction,PnL
00:26:00,99.69363407354446,Open,SHORT,0.0
00:30:00,100.25828407368304,Close,SHORT,-0.006063852114389245
00:33:00,100.16821720249528,Open,LONG,0.0
01:40:00,99.59144281585068,Close,LONG,-0.006158057822658702
01:41:00,99.46153867471448,Open,SHORT,0.0
02:48:00,100.02099250920762,Close,SHORT,-0.00602482585678481
04:28:00,100.68965242501588,Open,LONG,0.0
05:47:00,100.8835560063518,Close,LONG,0.0015257547986901713
06:01:00,101.09313468738482,Open,SHORT,0.0
06:28:00,101.04290508614552,Close-EOD,SHORT,9.68646129593912e-05
