Time,Price,Strat,Type,Direction,Order Size,PnL
2025-12-05 02:39:00,99.94353356672792,3,Open,LONG,100,0.0
2025-12-05 06:13:00,99.17181195651058,3,Close-EOD,LONG,100,-0.008121576200846458
