Time,Price,Strat,Type,Direction,Order Size,PnL
2025-12-05 01:07:00,100.23484701706997,3,Open,LONG,100,0.0
2025-12-05 06:13:00,100.9522774972458,3,Close-EOD,LONG,100,0.006757495636758604
