Time,Price,Type,Direction,PnL
02:50:00,100.36837138457972,Open,SHORT,0.0
06:18:00,97.650701147332,Close,SHORT,0.026676958605161238
06:19:00,97.58778828165096,Open,LONG,0.0
06:28:00,97.314613996457,Close-EOD,LONG,-0.003199267100977221
