Time,Price,Strat,Type,Direction,Order Size,PnL
2025-12-05 01:13:00,99.95028943054692,3,Open,SHORT,100,0.0
2025-12-05 06:13:00,100.15044636804718,3,Close-EOD,SHORT,100,-0.002402564861399048
